Church Name,Phone Number,Zip Code,Address,Denomination,State,URL
Evangelistic Outreach Church God,314-534-0039,63113,"2416 N Newstead Ave, St Louis, MO, 63113",Interdenominational,MO,
Faith Church Of God & Saints Of Christ,314-531-3250,63113,"4415 Aldine Ave, St Louis, MO, 63113",Interdenominational,MO,
Faith Miracle Temple Church Of God,314-652-6552,63113,"2601 Prairie Ave, St Louis, MO, 63113",Pentecostal,MO,
Faith Tabernacle Of God,314-367-2612,63113,"1910 Union Blvd, St Louis, MO, 63113",Other,MO,
Fountain Temple Church Of God In Christ,314-367-8366,63113,"1138 Bayard Ave, St Louis, MO, 63113",Church of God in Christ,MO,
Gods Holy Mission,314-535-3498,63113,"4275 W Dr Martin Luther King Dr, St Louis, MO, 63113",Pentecostal,MO,
Immanuel Lutheran Church,314-381-8771,63115,"3540 Marcus Ave, St Louis, MO, 63115",Evangelical Lutheran Church in America,MO,
Amazing Grace Church,314-932-5412,63116,"7515 Morganford Rd, St Louis, MO, 63116",Foursquare Gospel,MO,
Apostolic Faith Pentecostal Church,314-481-5255,63116,"4095 Loughborough Ave, St Louis, MO, 63116",Pentecostal,MO,
Brandt Memorial Presbyterian Church,314-351-2488,63116,"4523 Rosa Ave, St Louis, MO, 63116",Presbyterian Church (U.S.A.),MO,
Christy Memorial United Methodist Church,314-832-0271,63116,"4601 Morganford Rd, St Louis, MO, 63116",Methodist,MO,
Christy Park Baptist Church,314-832-6220,63116,"6220 Gravois Ave, St Louis, MO, 63116",General Baptist,MO,
Epiphany Lutheran Church,314-752-7065,63116,"4045 Holly Hills Blvd, St Louis, MO, 63116",Lutheran - Missouri Synod,MO,
First Divine Science Church,314-776-7969,63116,"3617 Wyoming St, St Louis, MO, 63116",Interdenominational,MO,
Fruit Of Spirit Missionary Baptist Church,314-351-1788,63116,"PO Box 160135, St Louis, MO, 63116",Baptist,MO,
Gateway Southern Baptist Church,3147738321,63116,"4011 Tholozan, St Louis, MO, 63116",Southern Baptist,MO,
Harmony Baptist Church of St Louis,314-773-6650,63116,"3502 Grace Ave, St Louis, MO, 63116",Southern Baptist,MO,
Holy Family Church,314-772-8292,63116,"4125 Humphrey St, St Louis, MO, 63116",Roman Catholic,MO,
Immaculate Heart Of Mary Church,314-481-7543,63116,"4092 Blow St, St Louis, MO, 63116",Roman Catholic,MO,
Morganford Baptist Mission,314-481-2878,63116,"4628 Morganford Rd, St Louis, MO, 63116",Southern Baptist,MO,
New Hope Baptist Church,314-664-6603,63116,"3550 Morganford Rd, St Louis, MO, 63116",General Baptist,MO,
New Testament Christian Church,314 229 0047,63111,"1123 Holly Hills Ave, St Louis, MO, 63111",Christian (Disciples of Christ),MO,
Oak Hill Chapel,314-351-8305,63116,"6100 Leona St, St Louis, MO, 63116",Nondenominational,MO,
Oak Hill Chapel,314-351-8305,63116,"6100 Leona Street, St Louis, MO, 63116",Nondenominational,MO,
Oak Hill Presbyterian Church,314-664-5525,63116,"4111 Connecticut St, St Louis, MO, 63116",Presbyterian Church (U.S.A.),MO,
Prophesy Missionary Baptist Church,314-776-2874,63116,"3404 Roger Pl, St Louis, MO, 63116",Interdenominational,MO,
Resurrection Of Our Lord Church,314-832-7023,63116,"3900 Meramec St, St Louis, MO, 63116",Roman Catholic,MO,
Brentwood Church God In Christ,314-644-0089,63117,"1319 Boland Pl, St Louis, MO, 63117",Interdenominational,MO,
Brith Sholom Kneseth Israel,314-725-6230,63117,"1107 E Linden Ave, St Louis, MO, 63117",Jewish,MO,
Church Of The Living God,314-781-6175,63117,"8016 Dale Ave # 29, St Louis, MO, 63117",Church of God,MO,
Ethical Society Of St Louis,314-991-0955,63117,"9001 Clayton Rd, St Louis, MO, 63117",Interdenominational,MO,
First Church Of God,314-647-1376,63117,"7770 Dale Ave, St Louis, MO, 63117",Church of God (Anderson IN),MO,
Forest Park Bible Church,(314) 645-7691,63117,"1517 McCausland Avenue, St Louis, MO, 63117",Nondenominational,MO,
Immacolata Church,314-991-5700,63117,"8900 Clayton Rd, St Louis, MO, 63117",Roman Catholic,MO,
Inner City Christian Church,314-385-9375,63117,"PO Box 9221, St Louis, MO, 63117",Church of Christ,MO,
Little Flower Church,314-645-1445,63117,"1264 Arch Ter, St Louis, MO, 63117",Roman Catholic,MO,
Maplewood Congregational Church,314-781-2261,63117,"1517 Mccausland Ave, St Louis, MO, 63117",Congregational,MO,
Richmond Heights Gospel Church,314-645-7303,63117,"7902 Dale Ave, St Louis, MO, 63117",Nondenominational,MO,
Richmond Hts Presbyterian Church,314-645-2924,63117,"1430 Silverton Pl, St Louis, MO, 63117",Presbyterian Church (U.S.A.),MO,
Second Baptist Church of Greater St. Louis,314-991-3424,63117,"9030 Clayton Road, St Louis, MO, 63117",American Baptist,MO,
St Louis Metro Evangelical Coalition,314-725-9710,63117,"6325 Clayton Rd, St Louis, MO, 63117",Lutheran,MO,
St Luke The Evangelist Church,314-644-2144,63117,"7230 Dale Ave, St Louis, MO, 63117",Roman Catholic,MO,
Vineyard Church,314-646-8463,63117,"6706 Clayton Rd, St Louis, MO, 63117",Nondenominational,MO,
Word Of God Christian Church,314-645-4993,63117,"PO Box 9424, St Louis, MO, 63117",Other,MO,
Alliance Baptist Church,314-457-0857,63118,"2119 Stansbury Street, St Louis, MO, 63118",Baptist,MO,
Assembly Of God,314-664-1718,63118,"3824 Illinois Ave, St Louis, MO, 63118",Church of God,MO,
Broadway Baptist Church,314-776-5357,63118,"3662 S Broadway, St Louis, MO, 63118",Southern Baptist,MO,
Cordero De Dios Lutheran Church,314-351-1740,63118,"4019 S Grand Blvd, St Louis, MO, 63118",Lutheran,MO,
Cornerstone Fellowhsip,314-771-9230,63118,"3258 Ohio Ave, St Louis, MO, 63118",Nondenominational,MO,
Curby Memorial Presbyterian Church,314-771-0242,63118,"2621 Utah St, St Louis, MO, 63118",Presbyterian Church (U.S.A.),MO,
Epiphany United Church Of Christ,314-772-0263,63118,"2911 Mcnair Ave, St Louis, MO, 63118",United Church of Christ,MO,
First Church Of God,314-772-9641,63118,"2906 Magnolia Ave, St Louis, MO, 63118",Church of God,MO,
Full Life Apostolic Temple,3145465638,63118,"4058 S. Grand Blvd, St Louis, MO, 63118",Apostolic,MO,
Holy Cross Lutheran Church,314-772-8633,63118,"2650 Miami St, St Louis, MO, 63118",Lutheran - Missouri Synod,MO,
Holy Way Church Of God,314-776-4342,63118,"2906 Ohio Ave, St Louis, MO, 63118",Other,MO,
Last Days Apostolic Church,314-771-6310,63118,"3311 Pennsylvania Ave, St Louis, MO, 63118",Apostolic,MO,
Love & Care Church,314-776-1655,63118,"3137 S Jefferson Ave, St Louis, MO, 63118",Interdenominational,MO,
Messiah Lutheran Church,314-772-4474,63118,"2846 S Grand Blvd, St Louis, MO, 63118",Lutheran - Missouri Synod,MO,
Metro Christian Worship Center,314-772-8444 x127,63118,"3452 Potomac St, St Louis, MO, 63118",Nondenominational,MO,
Metropolitan Christian Worship Center of St Louis,314-772-8444,63118,"St Louis, MO, 63118",Nondenominational,MO,
New Creation Christian Fellowship,314-772-2718,63118,"3458 Minnesota Ave, St Louis, MO, 63118",Nondenominational,MO,
New Hope Baptist Church,314-772-7913,63118,"2865 Mcnair Ave, St Louis, MO, 63118",Southern Baptist,MO,
Our Redeemer Lutheran Church,314-772-7169,63118,"2817 Utah St, St Louis, MO, 63118",Lutheran - Missouri Synod,MO,
St Agatha Church,314-772-1603,63118,"3239 S 9th St, St Louis, MO, 63118",Roman Catholic,MO,
2nd New Golden Star Baptist Church,314-381-9091,63120,"2857 Belt Ave, St Louis, MO, 63120",Baptist,MO,
Angelica Temple Deliverance,314-261-3680,63120,"5266 Plover Ave, St Louis, MO, 63120",Interdenominational,MO,
Bethel Temple Church Of Christ,314-389-4450,63120,"5075 Davison Ave, St Louis, MO, 63120",Nondenominational,MO,
Center for Hope Christian Outreach Ministries,314-383-7729,63120,"5344 W Florissant Ave, St Louis, MO, 63120",Nondenominational,MO,
Christ Temple Church,314-389-5788,63120,"5473 Saint Louis Ave, St Louis, MO, 63120",Nondenominational,MO,
East Union Baptist Church,314-381-7799,63120,"2836 Belt Ave, St Louis, MO, 63120",Baptist,MO,
El Bethel Temple,314-383-8280,63120,"5001 Arlington Ave, St Louis, MO, 63120",Apostolic,MO,
Emmaus Tabernacle Church Of God,314-382-5287,63120,"3524 Goodfellow Blvd, St Louis, MO, 63120",Church of God,MO,
Faith Enterprises,314-652-2838,63120,"5028 Wren Ave, St Louis, MO, 63120",Other,MO,
First Free Will Baptist Church,314-383-8138,63120,"5579 Labadie Ave, St Louis, MO, 63120",Baptist,MO,
First Ship Of Zion Church,314-382-1223,63120,"5478 Gilmore Ave, St Louis, MO, 63120",Nondenominational,MO,
Gospel Truth Deliverance Church Of God In Christ,314-385-0311,63120,"5609 Riverview Blvd, St Louis, MO, 63120",Church of God in Christ,MO,
Greater Bethany Church,314-381-1980,63120,"5478 Plover Ave, St Louis, MO, 63120",Other,MO,
Greater Bread Life Missionary Baptist,314-381-6160,63120,"5546 Saint Louis Ave, St Louis, MO, 63120",Baptist,MO,
Greater Calvery Missionary Baptist Church,314-385-3074,63120,"5202 Riverview Blvd, St Louis, MO, 63120",Baptist,MO,
House Peace Non Denominational,314-385-7337,63120,"5940 Stratford Ave, St Louis, MO, 63120",Interdenominational,MO,
Life Changing Center,314-497-3623,63120,"5765 Theodore Ave, St Louis, MO, 63120",Nondenominational,MO,
Lily of the Valley M B Church,314-261-4991,63135,"5925 W Florissant Ave, St Louis, MO, 63135",Missionary Baptist,MO,
Lite Of Jericho,314-382-5127,63120,"5429 Saint Louis Ave, St Louis, MO, 63120",Community,MO,
Messiahs Tabernacle,314-389-5582,63120,"4956 Emerson Ave, St Louis, MO, 63120",Other,MO,
Congregation Chai Vshalom,314-645-4456,63139,"6327 Clayton Ave, St Louis, MO, 63139",Jewish,MO,
Deaconess Chapel United Church Of Christ,314-768-3003,63139,"6150 Oakland Ave, St Louis, MO, 63139",United Church of Christ,MO,
Epiphany Of Our Lord Church,314-781-1199,63139,"6596 Smiley Ave, St Louis, MO, 63139",Roman Catholic,MO,
Fourth Free Will Baptist Mission,314-647-4470,63139,"2199 Forest Ave, St Louis, MO, 63139",Baptist,MO,
Holy Innocents Church,314-776-6440,63139,"4923 Odell St, St Louis, MO, 63139",Roman Catholic,MO,
House Of Peace,314-781-7456,63139,"3123 Tamm Ave, St Louis, MO, 63139",Interdenominational,MO,
Immanuel Congregational Church,314-645-8956,63139,"3460 Jamieson Ave, St Louis, MO, 63139",United Church of Christ,MO,
International Disciple Making Baptist Mission,314-781-5676,63139,"6301 Scanlan Ave, St Louis, MO, 63139",Southern Baptist,MO,
Lighthouse Free Methodist Church,314-647-0202,63139,"6490 Clayton Ave, St Louis, MO, 63139",Methodist,MO,
Lutheran Womens Missionary League,314-268-1530,63139,"PO Box 39348, St Louis, MO, 63139",Lutheran,MO,
Mount Tabor United Church Of Christ,314-645-9025,63139,"6520 Arsenal St, St Louis, MO, 63139",United Church of Christ,MO,
Playhouse Of Holy Family,314-647-5409,63139,"1503 Cutter Ave, St Louis, MO, 63139",Roman Catholic,MO,
Red Tree Church - Mid-Cities,,63139,"6570 Manchester Ave, St. Louis, MO, 63139",Nondenominational,MO,
Southwest Baptist Church,314-647-4567,63139,"6401 Scanlan Ave, St Louis, MO, 63139",Southern Baptist,MO,
St James The Greater Church,314-645-0167,63139,"6401 Wade Ave, St Louis, MO, 63139",Roman Catholic,MO,
St Joan Of Arc Church,314-832-2838,63139,"5800 Oleatha Ave, St Louis, MO, 63139",Roman Catholic,MO,
St Louis Bible Fellowship,314-718-0472,63139,"6234 Victoria Ave, St Louis, MO, 63139",Christian (Disciples of Christ),MO,
The Journey Church,314-863-8448,63139,"2801 S Kingshighway, St Louis, MO, 63139",Southern Baptist,MO,
Timothy Lutheran Church,314-781-8673,63139,"6704 Fyler Ave, St Louis, MO, 63139",Lutheran - Missouri Synod,MO,
Union United Methodist Church,314-647-1228,63139,"3543 Watson Rd, St Louis, MO, 63139",United Methodist,MO,
Bible Baptist Church Of St Louis,314-645-4248,63143,"3150 Sutton Blvd, St Louis, MO, 63143",Baptist,MO,
Christ United Church Of Christ,314-644-3033,63143,"7126 Bruno Ave, St Louis, MO, 63143",United Church of Christ,MO,
Concordia Lutheran Church,314-647-1215,63143,"7291 Sarah Street, Maplewood, MO, 63143",Lutheran - Missouri Synod,MO,
Crossroads Presbyterian Fellow,314-644-0030,63143,"2628 S Big Bend Blvd, St Louis, MO, 63143",Interdenominational,MO,
Immaculate Conception Church,314-645-3307,63143,"2934 Marshall Ave, St Louis, MO, 63143",Roman Catholic,MO,
Immanuel Methodist Church,314-781-3064,63143,"2111 Mccausland Ave, St Louis, MO, 63143",Methodist,MO,
Maplewood Apostolic Church,314-323-1248,63143,"6920 Manchester Rd, Maplewood, MO, 63143",Apostolic,MO,
Maplewood Baptist Church,314-781-3582,63143,"2806 Marshall Avenue, St Louis, MO, 63143",Southern Baptist,MO,
Maplewood Bible Chapel,314-647-3208,63143,"7138 Southwest Ave, St Louis, MO, 63143",Plymouth Brethren,MO,
Maplewood Pentecostal Church of God,314-781-3044,63143,"2150 Yale Avenue, Maplewood, MO, 63143",Pentecostal,MO,
Maplewood United Methodist Church,314-645-0951,63143,"2105 Mccausland Ave, St Louis, MO, 63143",United Methodist,MO,
Maplewood United Methodist Church,314-781-5902,63143,"7409 Flora Ave, Maplewood, MO, 63143",United Methodist,MO,
Southeast Gateway Area Christian Churches,314-644-5253,63143,"2640 Oakview Ter, St Louis, MO, 63143",Christian (Disciples of Christ),MO,
St Augustine Episcopal Church,314-647-2580,63143,"7039 Bruno Ave, St Louis, MO, 63143",Episcopal,MO,
The Salvation Army,314-781-5434,63143,"7701 Rannells Ave, Maplewood, MO, 63143",Salvation Army,MO,
All Nations Christian Church,314-222-8394,63147,"8786 North Broadway, St Louis, MO, 63147",Christian,MO,
Baden Community Christian Church,341-381-5676,63147,"8033 N Broadway, St Louis, MO, 63147",Church of Christ,MO,
Bible Based Community Church,314-382-6818,63147,"1706 Mclaran Ave, St Louis, MO, 63147",Community,MO,
Church Of God At Baden,314-381-4633,63147,"8373 N Broadway, St Louis, MO, 63147",Interdenominational,MO,
Ebenezer Lutheran Church,314-388-2777,63147,"1011 Theobald St, St Louis, MO, 63147",Lutheran - Missouri Synod,MO,
Emmaus Baptist Church,314-533-9773,63147,"1316 Lynhaven Pl, St Louis, MO, 63147",Southern Baptist,MO,
Family Of God Missionary Baptist Church,314-381-2758,63147,"727 Bittner St, St Louis, MO, 63147",Interdenominational,MO,
Greater Pentecostal Church Of God,314-389-5560,63147,"8237 N Broadway, St Louis, MO, 63147",Pentecostal,MO,
Holy Center Church God In Christ,314-868-9908,63147,"8735 Goodfellow Blvd, St Louis, MO, 63147",Interdenominational,MO,
New Bethel Missionary Baptist Church,314-869-0122,63147,"1061 Theobald St, St Louis, MO, 63147",Baptist,MO,
New Mount Zion Church Of God In Christ,314-867-2380,63147,"1661 Mclaran Ave, St Louis, MO, 63147",Christian (Disciples of Christ),MO,
New North Side Baptist Church,314-388-0710,63147,"8645 Goodfellow Blvd, St Louis, MO, 63147",Baptist,MO,
North Park United Methodist Church,314-868-6868,63147,"1525 Orchid Ave, St Louis, MO, 63147",United Methodist,MO,
Oasis Love Fellowship Church,314-868-2922,63147,"8786 N Broadway, St Louis, MO, 63147",Other,MO,
Our Lady Of The Holy Cross,314-381-0323,63147,"8115 Church Rd, St Louis, MO, 63147",Roman Catholic,MO,
Riverview Church Of God,314-867-3773,63147,"809 Riverview Blvd, St Louis, MO, 63147",Church of God (Anderson IN),MO,
St Stephen United Church Of Christ,314-388-2442,63147,"8500 Halls Ferry Rd, St Louis, MO, 63147",United Church of Christ,MO,
Temple of Praise Ministries,314-723-2225,63147,"1723 Veronica, St Louis, MO, 63147",Other,MO,
Trinity Full Gospel Church,314-389-7789,63147,"8319 Halls Ferry Rd, St Louis, MO, 63147",Church of God,MO,
West End Church Of God In Christ,314-381-7746,63147,"8352 Halls Ferry Rd, St Louis, MO, 63147",Church of God in Christ,MO,
Community Fellowship,314-533-5110,63156,"PO Box 8026, St Louis, MO, 63156",Roman Catholic,MO,
National Memorial Church Of God In Christ,314-727-0367,63156,"PO Box 23258, St Louis, MO, 63156",Church of God in Christ,MO,
Restoration Walk Baptist Mission,314-533-0599,63156,"PO Box 56586, St Louis, MO, 63156",Southern Baptist,MO,
Shiloh Temple Church Of God In Christ Inc,314-535-3111,63156,"PO Box 8160, St Louis, MO, 63156",Interdenominational,MO,
Temple Church Christ Ministries Apostolic,314-371-8049,63156,"PO Box 8007, St Louis, MO, 63156",Pentecostal,MO,
St Stephen Episcopal Church,314-539-9865,63157,"PO Box 13316, St Louis, MO, 63157",Episcopal,MO,
Apostolic Pentecostal Church,314-436-3636,63158,"PO Box 2128, St Louis, MO, 63158",United Pentecostal,MO,
Christian Freedom Center,314-436-9392,63158,"PO Box 58695, St Louis, MO, 63158",Nondenominational,MO,
Word Of Life Evangelistic,314-781-7781,63177,"PO Box 771475, St Louis, MO, 63177",Interdenominational,MO,
Christ Prince Of Peace Church,636-391-1307,63011,"415 Weidman Rd, Ballwin, MO, 63011",Roman Catholic,MO,
Dar Al Islam,636-394-7878,63011,"517 Weidman Rd, Ballwin, MO, 63011",Muslim,MO,
Ellisville United Methodist Church,636-227-3592,63011,"15977 Clayton Rd, Ballwin, MO, 63011",United Methodist,MO,
Emerson Unitarian Universalist Church,636-256-7393,63011,"73 Strecker Rd, Ellisville, MO, 63011",Unitarian,MO,
First Baptist Church Ellisville,636-227-1383,63011,"137 Clarkson Rd, Ellisville, MO, 63011",Southern Baptist,MO,
First Methodist Church,636-527-3930,63011,"5 Courtway Pl, Ballwin, MO, 63011",Methodist,MO,
French Speaking Baptist Mission,314-773-0108,63011,"901 Clayworth Dr, Ballwin, MO, 63011",Southern Baptist,MO,
Gateway District Office,636-891-8004,63011,"301 Sovereign Ct, Ballwin, MO, 63011",Methodist,MO,
Good Shepherd Lutheran Church,636-391-6685,63011,"327 Woods Mill Rd, Ballwin, MO, 63011",Evangelical Lutheran in America,MO,
Hindu Temple Of St Louis,636-230-3300,63011,"725 Weidman Rd, Ballwin, MO, 63011",Interdenominational,MO,
Islamic Information Center,636-386-7137,63011,"14366 Manchester Rd, Ballwin, MO, 63011",Muslim,MO,
Jehovahs Witnesses,636-391-2746,63011,"115 Baxter Rd, Manchester, MO, 63011",Jehovah's Witnesses,MO,
Kol Am Congregation,636-227-7574,63011,"14455 Clayton Rd, Ballwin, MO, 63011",Jewish,MO,
Lifegate Baptist Church,636-227-1579,63011,"16081 Clayton Rd, Ballwin, MO, 63011",Baptist,MO,
Manchester United Methodist Church,636-394-7506,63011,"129 Woods Mill Rd, Manchester, MO, 63011",United Methodist,MO,
Pathfinder Church,636-394-4100,63011,"15800 Manchester Rd, Ellisville, MO, 63011",Lutheran - Missouri Synod,MO,
Quest,636-527-5276,63011,"16025 Clayton Road, Ellisville, MO, 63011",Evangelical Free,MO,
Red Tree Church - West County,,63011,"15977 Clayton Rd., Ballwin, MO, 63011",Nondenominational,MO,
Salem United Methodist Church,636-256-7171,63011,"14825 Manchester Rd, Ballwin, MO, 63011",United Methodist,MO,
Spiritual Pathways Center,636-230-3685,63011,"PO Box 1652, Ballwin, MO, 63011",Interdenominational,MO,
Bible Presbyterian Church,636-527-7067,63021,"781 Sulphur Spring Ct, Ballwin, MO, 63021",Presbyterian,MO,
Castlewood Baptist Church,636-227-3757,63021,"1214 Kiefer Creek Rd, Ballwin, MO, 63021",Southern Baptist,MO,
Community Christian Church,636-394-2772,63021,"623 Meramec Station Rd, Ballwin, MO, 63021",Christian (Disciples of Christ),MO,
Faith Lutheran Church of West St. Louis County,636-225-3458,63021,"1183 Big Bend Rd, Manchester, MO, 63021",Lutheran,MO,
First Evangelical Free Church,636-227-0125,63021,"1375 Carman Rd, Ballwin, MO, 63021",Evangelical Free,MO,
Holy Infant Church,636-227-7440,63021,"627 Dennison Dr, Ballwin, MO, 63021",Roman Catholic,MO,
Independent Baptist Church,636-386-5184,63021,"384 Crest Dr, Ballwin, MO, 63021",Baptist,MO,
Korean Methodist Church St Louis,636-227-6250,63021,"13944 Reflection Dr, Ballwin, MO, 63021",Methodist,MO,
